Sentence Length /GLOVE,,,600,,,,,,,,110,,,,,,,,10,,,,,,,
,LOSS,LSTM,Accuracy ,,MEA,,Time,,Epoch,,Accuracy ,,MEA,,Time,,Epoch,,Accuracy ,,MEA,,Time,,Epoch,
,Adam/Binary Crossentropy,512,0.9407846715,0.03333436003,0.1030886805,0.0379254895,00:35:25,00:35:40,14.1,3.63470922,0.9538321168,0.02887597145,0.07051563697,0.02688573934,00:02:22,00:00:23,12.4,1.173787791,0.9797445256,0.005487953079,0.04302791596,0.0221550236,00:04:07,1.01E-04,13.4,2.796823595
,,256,0.9581204379,0.02543295659,0.09173971291,0.0438514239,00:13:48,00:02:21,13.3,1.946506843,0.9660583942,0.01169877402,0.08423373214,0.03116823433,00:02:00,00:00:09,12.4,2.011080417,0.9645985402,0.01679537214,0.0655729948,0.01954570626,00:04:01,8.50E-05,11.7,0.8232726023
,,128,0.9640510949,0.0169837701,0.08070256719,0.03718496526,00:12:22,00:03:14,14.3,3.683295626,0.9524635036,0.01909263624,0.09235725103,0.03032622606,00:01:57,1.61E-04,13.1,1.728840331,0.9711678832,0.0104048386,0.07193287643,0.0326537365,00:04:16,2.20E-04,14.3,2.540778533
,,64,0.9421532847,0.0251320357,0.1011009904,0.0355148103,00:11:37,00:04:44,13.8,3.190262964,0.9583941606,0.01522626491,0.09198446985,0.04161082745,00:02:01,00:00:18,15.1,3.212821536,0.9416970803,0.02389918854,0.1020526754,0.03335631818,00:04:43,9.31E-05,13.8,2.616188916
,,-1,0.959580292,0.02096136533,0.08791655133,0.006039608435,00:16:51,00:51:51,20.9,27.80667386,0.9593978102,0.0214076062,0.08335570492,0.01053432651,00:02:20,00:03:00,22,27.45906044,0.911770073,0.00643806953,0.1408379099,0.01749733005,00:04:16,00:01:04,22.7,27.2602682
50,Adam/Binary Crossentropy,512,0.9005474453,0,0.09992963417,1.03E-04,02:15:34,00:56:54,97.3,8.538149682,0.9005474453,0,0.09988949281,8.22E-05,00:10:18,00:01:49,100,0,0.9005474453,0,0.1000960312,8.70E-05,00:01:17,1.54E-04,100,0
,,256,0.9005474453,0,0.1001981248,0.0001609568406,01:54:15,03:10:09,100,0,0.9005474453,0,0.1001772892,0.0001459513334,00:06:23,00:00:23,100,0,0.9005474453,0,0.1004087119,0.0001719384887,00:00:45,6.30E-05,100,0
,,128,0.9005474453,0,0.1006646095,0.0002505168435,00:38:24,00:06:31,100,0,0.9005474453,0,0.1006249847,0.000183052591,00:05:31,00:00:18,100,0,0.9005474453,0,0.1009058561,0.000265694127,00:00:34,1.59E-05,100,0
,,64,0.9005474453,0,0.1010967771,0.0006028891714,00:44:19,00:26:12,100,0,0.9005474453,0,0.1011523212,0.0006677839945,00:15:22,00:06:52,100,0,0.9005474453,0,0.1014379639,0.0006249562041,00:00:33,8.66E-05,100,0
,,-1,0.9006386862,0.0002885289649,0.1066236002,0.02255448205,00:01:39,00:02:59,84.4,28.83747562,0.903010949,0.007790282558,0.1008019981,0.004284913424,00:02:26,00:00:54,91.2,27.82804341,0.9044708029,0.01208955949,0.09979552929,0.0006599612469,00:00:13,3.90E-05,85.8,30.99032107
,sgd/Mean Asolute Error,512,0.920620438,0.0169335899,0.1379467486,0.02579549239,00:12:23,00:03:08,13.2,1.87379591,0.945620438,0.02185214214,0.1005176095,0.03602537792,00:05:29,00:00:59,13.9,3.0713732,0.9447080292,0.01750409168,0.1056520026,0.02778728488,00:00:24,2.81E-05,12.4,1.349897115
,,256,0.936770073,0.02093045275,0.1118626128,0.02203344354,00:11:41,00:04:55,14.2,4.779586221,0.9497262774,0.01868124596,0.09734953831,0.03247676439,00:04:08,5.56E-04,14.6,4.060651289,0.9555656934,0.02183456838,0.08506400046,0.04097909971,00:00:22,2.72E-05,14,3.018461713
,,128,0.945620438,0.01976277278,0.1093180303,0.03350277847,00:20:55,00:20:55,14.9,2.514402955,0.9436131387,0.02061765659,0.1041623941,0.03684593595,00:03:12,2.79E-04,15.7,4.347413024,0.946350365,0.02122339395,0.09512774666,0.0287886453,00:00:22,1.62E-05,14.5,2.273030283
,,64,0.9299270073,0.02196866073,0.125825058,0.03704649503,00:10:21,00:03:47,14.8,3.852848874,0.9371350365,0.02789262744,0.1231645152,0.0432738644,00:03:08,00:00:33,16,4.396968653,0.9243613139,0.01742597226,0.1351264426,0.03053795535,00:00:24,1.62E-05,14.8,2.485513584
,,-1,0.947810219,0.01745964616,0.1032564107,0.003412884035,00:02:14,00:04:15,23.7,26.85785629,0.946350365,0.01682288657,0.103104229,0.006901860865,00:02:15,00:00:55,23.7,26.89919454,0.9043998378,0.002447304876,0.1587687129,0.003455350835,00:00:22,5.10E-06,16.66666667,2.958039892
